ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name
ENSG00000216060	MIR934	miRNA	X
ENSG00000207041	RNU6-3P	snRNA	X
ENSG00000199878	RN7SKP149	misc_RNA	X
ENSG00000201594	RNA5SP517	rRNA_pseudogene	X
ENSG00000201000	RNA5SP516	rRNA_pseudogene	X
ENSG00000207866	MIR514A2	miRNA	X
ENSG00000207868	MIR514A1	miRNA	X
ENSG00000202473	RN7SKP81	misc_RNA	X
ENSG00000221081	MIR320D2	miRNA	X
ENSG00000239579	RN7SL325P	misc_RNA	X
ENSG00000252219	MIR892C	miRNA	X
ENSG00000207867	MIR514A3	miRNA	X
ENSG00000216075	MIR890	miRNA	X
ENSG00000222114	RNU6-985P	snRNA	X
ENSG00000216005	MIR888	miRNA	X
ENSG00000215943	MIR892A	miRNA	X
ENSG00000216098	MIR892B	miRNA	X
ENSG00000216064	MIR891B	miRNA	X
ENSG00000202199	RNU1-115P	snRNA	X
ENSG00000207641	MIR510	miRNA	X
ENSG00000216056	MIR891A	miRNA	X
ENSG00000199424	""	misc_RNA	X
ENSG00000265789	MIR4330	miRNA	X
ENSG00000278724	""	misc_RNA	X
ENSG00000222313	RN7SKP267	misc_RNA	X
ENSG00000201912	RN7SKP189	misc_RNA	X
ENSG00000216171	MIR513C	miRNA	X
ENSG00000207871	MIR513B	miRNA	X
ENSG00000207873	MIR513A1	miRNA	X
ENSG00000207984	MIR513A2	miRNA	X
ENSG00000207731	MIR506	miRNA	X
ENSG00000207969	MIR507	miRNA	X
ENSG00000207589	MIR508	miRNA	X
ENSG00000252583	MIR514B	miRNA	X
ENSG00000212013	MIR509-2	miRNA	X
ENSG00000212014	MIR509-3	miRNA	X
ENSG00000208000	MIR509-1	miRNA	X
ENSG00000202051	RNU6-382P	snRNA	X
ENSG00000237623	NICN2P	processed_pseudogene	X
ENSG00000266158	RN7SL785P	misc_RNA	X
ENSG00000203402	""	lncRNA	X
ENSG00000221459	SNORA11C	snoRNA	X
ENSG00000232009	""	processed_pseudogene	X
ENSG00000226556	NPM1P49	processed_pseudogene	X
ENSG00000277605	""	misc_RNA	X
ENSG00000283743	""	lncRNA	X
ENSG00000263858	MIR4769	miRNA	X
ENSG00000224656	SMSP1	processed_pseudogene	X
ENSG00000229968	""	processed_pseudogene	X
ENSG00000188459	WASF4P	processed_pseudogene	X
ENSG00000224401	RPL7P57	processed_pseudogene	X
ENSG00000224208	ZCRB1P1	processed_pseudogene	X
ENSG00000275975	""	misc_RNA	X
ENSG00000229601	""	processed_pseudogene	X
ENSG00000213018	PABPN1P1	processed_pseudogene	X
ENSG00000199751	""	misc_RNA	X
ENSG00000215120	SOCS6P1	processed_pseudogene	X
ENSG00000186810	CXCR3	protein_coding	X
ENSG00000225008	TWF1P2	processed_pseudogene	X
ENSG00000228986	PHF10P1	processed_pseudogene	X
ENSG00000230491	SRD5A2P1	processed_pseudogene	X
ENSG00000221190	MIR1184-2	miRNA	X
ENSG00000221603	MIR1184-3	miRNA	X
ENSG00000277745	H2AB3	protein_coding	X
ENSG00000237801	AMD1P2	processed_pseudogene	X
ENSG00000237040	DPH3P2	processed_pseudogene	X
ENSG00000228410	ELOCP24	processed_pseudogene	X
ENSG00000223484	TRPC6P1	processed_pseudogene	X
ENSG00000270726	""	lncRNA	X
ENSG00000227159	DDX11L16	unprocessed_pseudogene	X
ENSG00000102076	OPN1LW	protein_coding	X
ENSG00000268221	OPN1MW	protein_coding	X
ENSG00000274962	TEX28P1	unprocessed_pseudogene	X
ENSG00000277009	TEX28P3	unprocessed_pseudogene	X
ENSG00000207165	SNORA70	snoRNA	X
ENSG00000276350	MIR6858	miRNA	X
ENSG00000102178	UBL4A	protein_coding	X
ENSG00000264484	RN7SL697P	misc_RNA	X
ENSG00000273041	ATF4P2	processed_pseudogene	X
ENSG00000232155	""	processed_pseudogene	X
ENSG00000228464	""	processed_pseudogene	X
ENSG00000231388	FMN2P1	processed_pseudogene	X
ENSG00000236160	""	processed_pseudogene	X
ENSG00000216938	RPL7P58	processed_pseudogene	X
ENSG00000236683	HMGA1P1	processed_pseudogene	X
ENSG00000252491	RNU1-142P	snRNA	X
ENSG00000283446	""	unprocessed_pseudogene	X
ENSG00000276391	""	processed_pseudogene	X
ENSG00000226280	""	processed_pseudogene	X
ENSG00000233710	""	processed_pseudogene	X
ENSG00000234201	BMI1P1	processed_pseudogene	X
ENSG00000222419	RNA5SP511	rRNA_pseudogene	X
ENSG00000231787	H2BP9	processed_pseudogene	X
ENSG00000276298	""	unprocessed_pseudogene	X
ENSG00000234345	ELF2P1	processed_pseudogene	X
ENSG00000230312	SLC25A53P1	processed_pseudogene	X
ENSG00000227067	DPPA3P1	processed_pseudogene	X
ENSG00000282840	MSL3-DT	lncRNA	X
ENSG00000223418	LIMK2P1	processed_pseudogene	X
ENSG00000005302	MSL3	protein_coding	X
ENSG00000206792	""	misc_RNA	X
ENSG00000206795	""	misc_RNA	X
ENSG00000223487	FRMPD4-AS1	lncRNA	X
ENSG00000231211	RPL17P49	processed_pseudogene	X
ENSG00000273800	""	unprocessed_pseudogene	X
ENSG00000271814	RN7SKP290	misc_RNA	X
ENSG00000229083	PSMA6P2	processed_pseudogene	X
ENSG00000230691	MRPL35P4	processed_pseudogene	X
ENSG00000196664	TLR7	protein_coding	X
ENSG00000233338	TLR8-AS1	lncRNA	X
ENSG00000250084	""	unprocessed_pseudogene	X
ENSG00000278358	""	processed_pseudogene	X
ENSG00000278160	""	unprocessed_pseudogene	X
ENSG00000275643	RBM22P6	processed_pseudogene	X
ENSG00000204379	XAGE1A	protein_coding	X
ENSG00000223395	RBM22P7	processed_pseudogene	X
ENSG00000277289	""	processed_pseudogene	X
ENSG00000231593	""	unprocessed_pseudogene	X
ENSG00000185319	SSX14P	unprocessed_pseudogene	X
ENSG00000197185	SSX11P	unprocessed_pseudogene	X
ENSG00000234792	""	processed_pseudogene	X
ENSG00000187754	SSX7	protein_coding	X
ENSG00000228354	""	processed_pseudogene	X
ENSG00000222608	RNA5SP504	rRNA_pseudogene	X
ENSG00000225508	SSX15P	unprocessed_pseudogene	X
ENSG00000237275	S100A11P10	processed_pseudogene	X
ENSG00000223958	""	processed_pseudogene	X
ENSG00000225397	""	processed_pseudogene	X
ENSG00000229826	""	processed_pseudogene	X
ENSG00000269281	S100A11P8	processed_pseudogene	X
ENSG00000226867	SSX21P	unprocessed_pseudogene	X
ENSG00000204363	SPANXN5	protein_coding	X
ENSG00000224781	EIF4A2P4	processed_pseudogene	X
ENSG00000220541	PPIHP2	processed_pseudogene	X
ENSG00000270524	QTRT1P1	processed_pseudogene	X
ENSG00000201674	""	snoRNA	X
ENSG00000207220	RNU1-57P	snRNA	X
ENSG00000240327	RN7SL93P	misc_RNA	X
ENSG00000212611	""	snoRNA	X
ENSG00000211578	MIR766	miRNA	X
ENSG00000214321	CBX1P4	processed_pseudogene	X
ENSG00000238764	""	snoRNA	X
ENSG00000265465	MIR4768	miRNA	X
ENSG00000235834	""	lncRNA	X
ENSG00000230020	NHS-AS1	lncRNA	X
ENSG00000226153	CHP1P3	processed_pseudogene	X
ENSG00000227873	FAM136GP	processed_pseudogene	X
ENSG00000277150	F8A3	protein_coding	X
ENSG00000184388	PABPC1L2B	protein_coding	X
ENSG00000175718	RBMXL3	protein_coding	X
ENSG00000268447	SSX2B	protein_coding	X
ENSG00000275520	FAM236A	protein_coding	X
ENSG00000283463	HSFX4	protein_coding	X
ENSG00000063587	ZNF275	protein_coding	X
ENSG00000147117	ZNF157	protein_coding	X
ENSG00000130054	NALF2	protein_coding	X
ENSG00000235961	PNMA6A	protein_coding	X
ENSG00000199564	RNA5SP502	rRNA_pseudogene	X
ENSG00000238426	""	misc_RNA	X
ENSG00000226641	SHISA5P1	processed_pseudogene	X
ENSG00000264573	RN7SL15P	misc_RNA	X
ENSG00000225238	GEMIN7P1	processed_pseudogene	X
ENSG00000212207	RNU6-1321P	snRNA	X
ENSG00000217624	YWHAZP10	processed_pseudogene	X
ENSG00000242559	RN7SL144P	misc_RNA	X
ENSG00000229822	RPS15AP39	processed_pseudogene	X
ENSG00000237875	""	processed_pseudogene	X
ENSG00000251807	RNU6-202P	snRNA	X
ENSG00000237106	FABP5P15	processed_pseudogene	X
ENSG00000200906	RNU6-854P	snRNA	X
ENSG00000263410	RN7SL460P	misc_RNA	X
ENSG00000234391	""	processed_pseudogene	X
ENSG00000227302	SSX19P	unprocessed_pseudogene	X
ENSG00000230100	""	lncRNA	X
ENSG00000270747	S100A11P9	processed_pseudogene	X
ENSG00000165584	SSX3	protein_coding	X
ENSG00000225055	""	processed_pseudogene	X
ENSG00000234448	""	processed_pseudogene	X
ENSG00000268009	SSX4	protein_coding	X
ENSG00000231603	""	processed_pseudogene	X
ENSG00000231489	""	processed_pseudogene	X
ENSG00000226971	""	processed_pseudogene	X
ENSG00000286268	""	protein_coding	X
ENSG00000276823	""	misc_RNA	X
ENSG00000202469	""	misc_RNA	X
ENSG00000227042	""	lncRNA	X
ENSG00000207202	RNU6-800P	snRNA	X
ENSG00000165195	PIGA	protein_coding	X
ENSG00000234019	""	lncRNA	X
ENSG00000235224	""	processed_pseudogene	X
ENSG00000231340	ACTG1P10	processed_pseudogene	X
ENSG00000227329	""	processed_pseudogene	X
ENSG00000276575	MIR6895	miRNA	X
ENSG00000277474	MIR6894	miRNA	X
ENSG00000235262	KDM5C-IT1	lncRNA	X
ENSG00000226299	RPSAP62	processed_pseudogene	X
ENSG00000207408	""	misc_RNA	X
ENSG00000236571	""	processed_pseudogene	X
ENSG00000234413	MPV17L2P1	processed_pseudogene	X
ENSG00000278204	MIR6857	miRNA	X
ENSG00000233250	""	lncRNA	X
ENSG00000235416	TIPINP1	processed_pseudogene	X
ENSG00000199422	VTRNA3-1P	misc_RNA	X
ENSG00000224942	EEDP1	processed_pseudogene	X
ENSG00000275268	""	snRNA	X
ENSG00000225758	RPS17P17	processed_pseudogene	X
ENSG00000134595	SOX3	protein_coding	X
ENSG00000237793	RPL18AP16	processed_pseudogene	X
ENSG00000244335	RN7SL687P	misc_RNA	X
ENSG00000184844	CYCSP45	processed_pseudogene	X
ENSG00000284987	""	protein_coding	X
ENSG00000265176	MIR3202-1	miRNA	X
ENSG00000283694	MIR3202-2	miRNA	X
ENSG00000284286	MIR718	miRNA	X
ENSG00000202024	RNU6-934P	snRNA	X
ENSG00000257529	RPL36A-HNRNPH2	protein_coding	X
ENSG00000217889	KRT18P48	processed_pseudogene	X
ENSG00000229324	NUTF2P7	processed_pseudogene	X
ENSG00000212605	RNU1-56P	snRNA	X
ENSG00000204165	CXorf65	protein_coding	X
ENSG00000285171	""	protein_coding	X
ENSG00000271886	MIR98	miRNA	X
ENSG00000208012	MIRLET7F2	miRNA	X
ENSG00000230673	PABPC1P3	processed_pseudogene	X
ENSG00000199885	RNU6-330P	snRNA	X
ENSG00000271589	""	processed_pseudogene	X
ENSG00000050030	NEXMIF	protein_coding	X
ENSG00000214016	RPSAP61	processed_pseudogene	X
ENSG00000242065	RN7SL291P	misc_RNA	X
ENSG00000189037	DUSP21	protein_coding	X
ENSG00000230934	""	processed_pseudogene	X
ENSG00000237182	""	processed_pseudogene	X
ENSG00000237717	""	processed_pseudogene	X
ENSG00000224617	""	processed_pseudogene	X
ENSG00000229030	""	processed_pseudogene	X
ENSG00000230162	CT45A11P	unprocessed_pseudogene	X
ENSG00000219930	GAPDHP67	processed_pseudogene	X
ENSG00000231513	E2F6P4	processed_pseudogene	X
ENSG00000239080	""	snoRNA	X
ENSG00000214720	KRT18P49	processed_pseudogene	X
ENSG00000147224	PRPS1	protein_coding	X
ENSG00000275113	GAGE2E	protein_coding	X
ENSG00000236737	GAGE12B	protein_coding	X
ENSG00000213856	VDAC1P2	processed_pseudogene	X
ENSG00000227391	SALL1P1	processed_pseudogene	X
ENSG00000068985	PAGE1	protein_coding	X
ENSG00000252454	MIR2114	miRNA	X
ENSG00000234825	XRCC6P2	processed_pseudogene	X
ENSG00000271339	""	processed_pseudogene	X
ENSG00000231164	RPL7P56	processed_pseudogene	X
ENSG00000232611	""	lncRNA	X
ENSG00000225400	RAB28P5	processed_pseudogene	X
ENSG00000232379	RPL22P23	processed_pseudogene	X
ENSG00000237307	SRRM1P3	processed_pseudogene	X
ENSG00000165370	GPR101	protein_coding	X
ENSG00000224031	TCEAL3-AS1	lncRNA	X
ENSG00000102001	CACNA1F	protein_coding	X
ENSG00000230216	HSPB1P2	processed_pseudogene	X
ENSG00000270012	""	lncRNA	X
ENSG00000286031	""	lncRNA	X
ENSG00000277541	ZNF630-AS1	lncRNA	X
ENSG00000230241	""	processed_pseudogene	X
ENSG00000233139	""	processed_pseudogene	X
ENSG00000201517	RNU6-707P	snRNA	X
ENSG00000225198	SSX13P	unprocessed_pseudogene	X
ENSG00000238032	S100A11P5	processed_pseudogene	X
ENSG00000234780	""	processed_pseudogene	X
ENSG00000252856	RNA5SP503	rRNA_pseudogene	X
ENSG00000204368	SSX20P	processed_pseudogene	X
ENSG00000231568	S100A11P7	processed_pseudogene	X
ENSG00000229662	""	processed_pseudogene	X
ENSG00000237345	""	processed_pseudogene	X
ENSG00000188021	UBQLN2	protein_coding	X
ENSG00000085224	ATRX	protein_coding	X
ENSG00000101842	VSIG1	protein_coding	X
ENSG00000000005	TNMD	protein_coding	X
ENSG00000238116	RAD21P1	processed_pseudogene	X
ENSG00000202231	""	snoRNA	X
ENSG00000237708	SPIN2P1	processed_pseudogene	X
ENSG00000222303	RNU6-935P	snRNA	X
ENSG00000287160	""	lncRNA	X
ENSG00000271677	""	unprocessed_pseudogene	X
ENSG00000238188	SPRING1P2	processed_pseudogene	X
ENSG00000147256	ARHGAP36	protein_coding	X
ENSG00000241198	RN7SL191P	misc_RNA	X
ENSG00000269405	NXF2	protein_coding	X
ENSG00000273746	""	unprocessed_pseudogene	X
ENSG00000231590	""	unitary_pseudogene	X
ENSG00000271005	CTHRC1P1	processed_pseudogene	X
ENSG00000285602	""	protein_coding	X
ENSG00000237539	""	processed_pseudogene	X
ENSG00000200620	""	snoRNA	X
ENSG00000281371	INE2	lncRNA	X
ENSG00000200566	RNU5F-7P	snRNA	X
ENSG00000226536	SETP15	processed_pseudogene	X
ENSG00000278283	""	unprocessed_pseudogene	X
ENSG00000234466	HDGFL3P1	processed_pseudogene	X
ENSG00000234068	PAGE2	protein_coding	X
ENSG00000278319	""	unprocessed_pseudogene	X
ENSG00000276929	""	unprocessed_pseudogene	X
ENSG00000186678	""	unprocessed_pseudogene	X
ENSG00000229760	MTCO1P52	processed_pseudogene	X
ENSG00000231947	MTND2P24	processed_pseudogene	X
ENSG00000238047	MTND1P30	processed_pseudogene	X
ENSG00000283775	MIR4329	miRNA	X
ENSG00000243011	RN7SL266P	misc_RNA	X
ENSG00000273773	""	unprocessed_pseudogene	X
ENSG00000213338	ATF4P1	processed_pseudogene	X
ENSG00000237619	OR3B1P	unprocessed_pseudogene	X
ENSG00000228089	PNKDP1	processed_pseudogene	X
ENSG00000235190	""	processed_pseudogene	X
ENSG00000200587	RNA5SP514	rRNA_pseudogene	X
ENSG00000228819	AGKP2	processed_pseudogene	X
ENSG00000228158	TLE1P1	processed_pseudogene	X
ENSG00000227534	AP1M2P1	processed_pseudogene	X
ENSG00000227942	FRMD8P1	processed_pseudogene	X
ENSG00000178556	CKS1BP6	processed_pseudogene	X
ENSG00000232368	FTLP2	processed_pseudogene	X
ENSG00000229331	GK-IT1	lncRNA	X
ENSG00000241886	""	lncRNA	X
ENSG00000243055	GK-AS1	lncRNA	X
ENSG00000277876	""	unprocessed_pseudogene	X
ENSG00000231542	TAB3-AS1	lncRNA	X
ENSG00000235512	TAB3-AS2	lncRNA	X
ENSG00000102230	PCYT1B	protein_coding	X
ENSG00000226222	H2BP7	processed_pseudogene	X
ENSG00000236836	PCYT1B-AS1	lncRNA	X
ENSG00000236487	""	processed_pseudogene	X
ENSG00000251869	SCARNA23	scaRNA	X
ENSG00000232472	EEF1B2P3	processed_pseudogene	X
ENSG00000004848	ARX	protein_coding	X
ENSG00000214111	PAFAH1B2P1	processed_pseudogene	X
ENSG00000240439	RN7SL91P	misc_RNA	X
ENSG00000182484	WASH6P	protein_coding	X
ENSG00000234230	ZFX-AS1	lncRNA	X
ENSG00000225071	RPS26P58	processed_pseudogene	X
ENSG00000231729	ARHGEF9-IT1	lncRNA	X
ENSG00000236813	BTF3P8	processed_pseudogene	X
ENSG00000222532	MIR1468	miRNA	X
ENSG00000158639	PAGE5	protein_coding	X
ENSG00000102387	TAF7L	protein_coding	X
ENSG00000126752	SSX1	protein_coding	X
ENSG00000120498	TEX11	protein_coding	X
ENSG00000266828	RN7SL712P	misc_RNA	X
ENSG00000231371	AKR1B1P8	processed_pseudogene	X
ENSG00000234558	API5P1	processed_pseudogene	X
ENSG00000238040	SALL4P2	processed_pseudogene	X
ENSG00000085185	BCORL1	protein_coding	X
ENSG00000288680	""	processed_pseudogene	X
ENSG00000207146	""	misc_RNA	X
ENSG00000133124	IRS4	protein_coding	X
ENSG00000279894	""	TEC	X
ENSG00000288597	""	lncRNA	X
ENSG00000123576	ESX1	protein_coding	X
ENSG00000268651	CTAG1A	protein_coding	X
ENSG00000122122	SASH3	protein_coding	X
ENSG00000240143	""	lncRNA	X
ENSG00000275070	""	misc_RNA	X
ENSG00000230781	""	unitary_pseudogene	X
ENSG00000226112	FCF1P4	processed_pseudogene	X
ENSG00000234349	GLUD1P9	processed_pseudogene	X
ENSG00000251954	RNU6-496P	snRNA	X
ENSG00000223904	HMGB1P12	processed_pseudogene	X
ENSG00000229939	""	processed_pseudogene	X
ENSG00000225031	EIF4BP7	processed_pseudogene	X
ENSG00000102359	SRPX2	protein_coding	X
ENSG00000251707	RNU7-37P	snRNA	X
ENSG00000278317	H3P46	processed_pseudogene	X
ENSG00000181511	GLRX5P1	processed_pseudogene	X
ENSG00000238200	MGAT2P2	processed_pseudogene	X
ENSG00000269096	CT45A3	protein_coding	X
ENSG00000278289	CT45A6	protein_coding	X
ENSG00000271449	CT45A2	protein_coding	X
ENSG00000278085	CT45A8	protein_coding	X
ENSG00000270946	CT45A9	protein_coding	X
ENSG00000207633	MIR505	miRNA	X
ENSG00000203933	CXorf66	protein_coding	X
ENSG00000214653	HNRNPA3P3	processed_pseudogene	X
ENSG00000241248	RN7SL727P	misc_RNA	X
ENSG00000212663	""	lncRNA	X
ENSG00000208013	MIR652	miRNA	X
ENSG00000265584	MIR3978	miRNA	X
ENSG00000208883	SNORD96B	snoRNA	X
ENSG00000224142	AMMECR1-IT1	lncRNA	X
ENSG00000287685	""	lncRNA	X
ENSG00000279601	""	TEC	X
ENSG00000187808	SOWAHD	protein_coding	X
ENSG00000206622	SNORA69	snoRNA	X
ENSG00000125352	RNF113A	protein_coding	X
ENSG00000263972	MIR1587	miRNA	X
ENSG00000214047	RPS11P7	processed_pseudogene	X
ENSG00000285709	""	lncRNA	X
ENSG00000214045	IMPDH1P2	processed_pseudogene	X
ENSG00000206677	""	misc_RNA	X
ENSG00000132446	FTHL17	protein_coding	X
ENSG00000252903	RNU6-894P	snRNA	X
ENSG00000285900	""	lncRNA	X
ENSG00000222922	RNA5SP501	rRNA_pseudogene	X
ENSG00000236285	NPM1P8	processed_pseudogene	X
ENSG00000263600	MIR3915	miRNA	X
ENSG00000221348	MIR548F5	miRNA	X
ENSG00000236828	DMD-AS3	lncRNA	X
ENSG00000226781	TBCAP1	processed_pseudogene	X
ENSG00000215310	""	processed_pseudogene	X
ENSG00000265170	RN7SL667P	misc_RNA	X
ENSG00000189369	GSPT2	protein_coding	X
ENSG00000236576	""	processed_pseudogene	X
ENSG00000252377	RNU6-504P	snRNA	X
ENSG00000260118	""	lncRNA	X
ENSG00000228328	PGK1P1	processed_pseudogene	X
ENSG00000252145	RNU6-1225P	snRNA	X
ENSG00000228125	AKIRIN1P2	processed_pseudogene	X
ENSG00000206646	""	misc_RNA	X
ENSG00000225925	""	processed_pseudogene	X
ENSG00000206747	RNU6-245P	snRNA	X
ENSG00000270052	""	lncRNA	X
ENSG00000165583	SSX5	protein_coding	X
ENSG00000283697	HSFX3	protein_coding	X
ENSG00000176774	MAGEB18	protein_coding	X
ENSG00000232446	""	unprocessed_pseudogene	X
ENSG00000227511	""	unprocessed_pseudogene	X
ENSG00000176746	MAGEB6	protein_coding	X
ENSG00000232644	""	unprocessed_pseudogene	X
ENSG00000188408	MAGEB5	protein_coding	X
ENSG00000237171	""	unprocessed_pseudogene	X
ENSG00000178146	GK4P	processed_pseudogene	X
ENSG00000215168	ATXN7L3P1	processed_pseudogene	X
ENSG00000237294	EIF4BP9	processed_pseudogene	X
ENSG00000231356	MTFR1P1	processed_pseudogene	X
ENSG00000226820	""	unprocessed_pseudogene	X
ENSG00000224236	MRRFP1	processed_pseudogene	X
ENSG00000179101	H3P47	processed_pseudogene	X
ENSG00000232111	""	processed_pseudogene	X
ENSG00000282306	""	processed_pseudogene	X
ENSG00000282501	""	processed_pseudogene	X
ENSG00000282358	""	processed_pseudogene	X
ENSG00000282668	""	processed_pseudogene	X
ENSG00000282299	""	processed_pseudogene	X
ENSG00000282697	""	processed_pseudogene	X
ENSG00000282222	""	processed_pseudogene	X
ENSG00000281955	""	processed_pseudogene	X
ENSG00000281941	""	processed_pseudogene	X
ENSG00000282300	""	processed_pseudogene	X
ENSG00000233357	RPL30P15	processed_pseudogene	X
ENSG00000283493	MIR6086	miRNA	X
ENSG00000199622	RN7SKP20	misc_RNA	X
ENSG00000288053	""	protein_coding	X
ENSG00000206936	RNU4-52P	snRNA	X
ENSG00000265033	RN7SL262P	misc_RNA	X
ENSG00000279422	""	TEC	X
ENSG00000123584	MAGEA9	protein_coding	X
ENSG00000224089	CT47A10	protein_coding	X
ENSG00000226600	CT47A9	protein_coding	X
ENSG00000230347	CT47A8	protein_coding	X
ENSG00000226023	CT47A6	protein_coding	X
ENSG00000237957	CT47A5	protein_coding	X
ENSG00000230594	CT47A4	protein_coding	X
ENSG00000236126	CT47A3	protein_coding	X
ENSG00000242362	CT47A2	protein_coding	X
ENSG00000268738	HSFX2	protein_coding	X
ENSG00000286964	""	lncRNA	X
ENSG00000234228	NCLP2	processed_pseudogene	X
ENSG00000196972	SMIM10L2B	protein_coding	X
ENSG00000224107	ETDB	protein_coding	X
ENSG00000223809	""	lncRNA	X
ENSG00000232582	""	processed_pseudogene	X
ENSG00000169551	CT55	protein_coding	X
ENSG00000236491	""	unprocessed_pseudogene	X
ENSG00000228922	""	unprocessed_pseudogene	X
ENSG00000269833	""	processed_pseudogene	X
ENSG00000238210	ETDA	protein_coding	X
ENSG00000274024	""	processed_pseudogene	X
ENSG00000178947	SMIM10L2A	protein_coding	X
ENSG00000201440	RNA5SP515	rRNA_pseudogene	X
ENSG00000225769	CROCCP1	processed_pseudogene	X
ENSG00000273988	""	unprocessed_pseudogene	X
ENSG00000271158	WDR4P1	processed_pseudogene	X
ENSG00000202272	""	misc_RNA	X
ENSG00000238103	RPL9P7	processed_pseudogene	X
ENSG00000229237	HMGN1P37	processed_pseudogene	X
ENSG00000274183	H2AB1	protein_coding	X
ENSG00000288722	F8A1	protein_coding	X
ENSG00000224069	""	processed_pseudogene	X
ENSG00000237859	EEF1A1P31	unprocessed_pseudogene	X
ENSG00000233688	ZNF622P1	processed_pseudogene	X
ENSG00000176318	FOXN3P1	processed_pseudogene	X
ENSG00000227211	H3P45	processed_pseudogene	X
ENSG00000252294	RNU6-589P	snRNA	X
ENSG00000230320	BEND7P1	processed_pseudogene	X
ENSG00000215000	GAPDHP77	processed_pseudogene	X
ENSG00000101890	GUCY2F	protein_coding	X
ENSG00000233874	MFN1P1	processed_pseudogene	X
ENSG00000176076	KCNE5	protein_coding	X
ENSG00000237319	""	processed_pseudogene	X
ENSG00000252069	""	misc_RNA	X
ENSG00000225381	RPS5P7	processed_pseudogene	X
ENSG00000277858	H2AB2	protein_coding	X
ENSG00000288709	F8A2	protein_coding	X
ENSG00000224341	AKR7A2P2	processed_pseudogene	X
ENSG00000231270	COBLP1	processed_pseudogene	X
ENSG00000235483	GYG2-AS1	lncRNA	X
ENSG00000229851	ARSD-AS1	lncRNA	X
ENSG00000205667	ARSH	protein_coding	X
ENSG00000239228	RN7SL578P	misc_RNA	X
ENSG00000230249	RPS24P21	processed_pseudogene	X
ENSG00000226784	PGAM4	protein_coding	X
ENSG00000223592	FNDC3CP	unitary_pseudogene	X
ENSG00000232282	MTND1P32	processed_pseudogene	X
ENSG00000229954	MTND2P2	processed_pseudogene	X
ENSG00000237300	MTCO1P19	processed_pseudogene	X
ENSG00000237628	MTCO2P19	processed_pseudogene	X
ENSG00000228316	MTATP6P19	processed_pseudogene	X
ENSG00000224471	MTCO3P19	processed_pseudogene	X
ENSG00000226056	MTND4P32	processed_pseudogene	X
ENSG00000234886	MTND5P26	processed_pseudogene	X
ENSG00000227649	MTND6P32	processed_pseudogene	X
ENSG00000229794	MTCYBP32	processed_pseudogene	X
ENSG00000202304	RNU6-1130P	snRNA	X
ENSG00000225046	""	processed_pseudogene	X
ENSG00000102078	SLC25A14	protein_coding	X
ENSG00000147262	GPR119	protein_coding	X
ENSG00000271286	CYTH1P1	processed_pseudogene	X
ENSG00000224396	METTL15P3	processed_pseudogene	X
ENSG00000201095	RNU6-266P	snRNA	X
ENSG00000231011	""	processed_pseudogene	X
ENSG00000237019	""	lncRNA	X
ENSG00000102174	PHEX	protein_coding	X
ENSG00000270794	""	processed_pseudogene	X
ENSG00000099399	MAGEB2	protein_coding	X
ENSG00000120289	MAGEB4	protein_coding	X
ENSG00000276940	PLCE1P1	unprocessed_pseudogene	X
ENSG00000102287	GABRE	protein_coding	X
ENSG00000284363	MIR224	miRNA	X
ENSG00000283751	MIR452	miRNA	X
ENSG00000147234	FRMPD3	protein_coding	X
ENSG00000230146	SEPHS1P4	processed_pseudogene	X
ENSG00000274655	""	misc_RNA	X
ENSG00000277577	""	misc_RNA	X
ENSG00000278039	""	misc_RNA	X
ENSG00000182707	FXYD6P3	processed_pseudogene	X
ENSG00000274430	""	misc_RNA	X
ENSG00000276784	""	misc_RNA	X
ENSG00000271199	""	lncRNA	X
ENSG00000203397	SHISA5P2	processed_pseudogene	X
ENSG00000223650	UHRF2P1	processed_pseudogene	X
ENSG00000232928	DDX3P1	processed_pseudogene	X
ENSG00000280375	""	TEC	X
ENSG00000230986	DDX3P2	processed_pseudogene	X
ENSG00000224430	MKRN5P	processed_pseudogene	X
ENSG00000232801	SDCBPP3	processed_pseudogene	X
ENSG00000189145	RPL32P36	processed_pseudogene	X
ENSG00000216866	RPS2P55	processed_pseudogene	X
ENSG00000287549	""	lncRNA	X
ENSG00000237931	CLIC4P3	processed_pseudogene	X
ENSG00000225839	TRMT2B-AS1	lncRNA	X
ENSG00000126950	TMEM35A	protein_coding	X
ENSG00000231643	YWHAQP8	processed_pseudogene	X
ENSG00000130066	SAT1	protein_coding	X
ENSG00000171054	OR13H1	protein_coding	X
ENSG00000171478	SPACA5B	protein_coding	X
ENSG00000130052	STARD8	protein_coding	X
ENSG00000198798	MAGEB3	protein_coding	X
ENSG00000215113	CXorf49B	protein_coding	X
ENSG00000166160	OPN1MW2	protein_coding	X
ENSG00000225396	FAM236D	protein_coding	X
ENSG00000123165	ACTRT1	protein_coding	X
ENSG00000215115	CXorf49	protein_coding	X
ENSG00000184033	CTAG1B	protein_coding	X
ENSG00000126890	CTAG2	protein_coding	X
ENSG00000126016	AMOT	protein_coding	X
ENSG00000204279	PAGE3	protein_coding	X
ENSG00000269791	SSX4B	protein_coding	X
ENSG00000236371	CT47A1	protein_coding	X
ENSG00000238205	MPC1L	protein_coding	X
ENSG00000184911	DMRTC1B	protein_coding	X
